Time (UTC),Altitude,Wind Speed Avg (km/h),Wind Speed Min (km/h),Wind Speed Max (km/h),Wind Heading (degrees),Wind Ts,Score
2024-06-07 16:03:26,470,16.5,10.5,20.0,225.0,2024-06-07 16:05:47,39
2024-06-07 16:16:52,441,15.0,7.25,26.5,225.0,2024-06-07 16:15:49,22
2024-06-07 16:18:53,459,15.0,9.5,23.5,225.0,2024-06-07 16:20:52,17
2024-06-07 16:24:56,506,14.5,8.0,24.5,247.5,2024-06-07 16:25:52,73
2024-06-07 16:28:58,426,13.0,6.75,20.5,225.0,2024-06-07 16:30:55,0
2024-06-07 16:35:01,425,12.0,6.25,17.5,225.0,2024-06-07 16:35:55,23
2024-06-07 16:39:03,408,11.0,7.75,14.5,225.0,2024-06-07 16:40:58,17
2024-06-07 16:45:06,421,10.5,4.25,16.0,202.5,2024-06-07 16:45:58,4
2024-06-07 16:51:34,426,12.5,7.5,21.0,225.0,2024-06-07 16:51:02,2
2024-06-07 16:53:35,417,14.5,9.0,20.0,225.0,2024-06-07 16:56:02,13
2024-06-07 16:59:38,461,14.0,8.5,21.5,225.0,2024-06-07 17:01:04,24
2024-06-07 17:03:40,513,15.5,8.25,20.5,225.0,2024-06-07 17:06:04,48
2024-06-07 17:09:43,479,17.0,10.0,24.5,225.0,2024-06-07 17:11:07,4
2024-06-07 17:13:45,477,17.0,11.0,24.5,225.0,2024-06-07 17:16:07,6
2024-06-07 17:19:48,468,17.5,11.0,24.5,225.0,2024-06-07 17:21:11,0
2024-06-07 17:23:50,451,13.5,9.0,17.5,225.0,2024-06-07 17:26:11,5
2024-06-07 17:29:53,457,12.5,7.75,17.0,225.0,2024-06-07 17:31:13,9
2024-06-07 17:33:55,412,13.5,8.0,18.0,225.0,2024-06-07 17:36:13,17
2024-06-07 17:39:58,457,14.0,9.5,20.0,225.0,2024-06-07 17:41:17,25
2024-06-07 17:44:00,440,13.0,8.25,17.5,225.0,2024-06-07 17:46:17,0
2024-06-10 16:45:42,421,23.0,15.0,34.0,247.5,2024-06-10 16:43:35,0
2024-06-10 16:57:14,404,20.0,11.0,32.0,247.5,2024-06-10 16:58:38,4
2024-06-10 17:05:47,400,19.0,10.0,30.5,247.5,2024-06-10 17:03:42,0
2024-06-10 17:17:01,436,15.0,8.75,27.0,225.0,2024-06-10 17:18:45,18
2024-06-10 17:23:04,485,17.5,9.75,29.0,225.0,2024-06-10 17:23:48,39
2024-06-10 17:27:06,426,16.0,9.25,27.0,225.0,2024-06-10 17:28:48,10
2024-06-10 17:33:09,445,17.0,9.0,27.5,225.0,2024-06-10 17:33:50,4
2024-06-10 17:37:11,373,14.5,8.0,22.0,247.5,2024-06-10 17:38:50,19
2024-06-10 17:42:57,377,19.0,11.0,29.0,225.0,2024-06-10 17:43:53,0
2024-06-10 17:59:50,376,17.5,11.0,29.0,225.0,2024-06-10 17:58:57,0
2024-06-15 12:35:24,512,17.5,9.5,28.0,225.0,2024-06-15 12:35:05,91
2024-06-15 12:39:26,411,15.0,8.75,24.5,202.5,2024-06-15 12:40:08,10
2024-06-15 12:43:28,417,11.0,6.0,18.0,225.0,2024-06-15 12:45:08,0
2024-06-15 12:50:07,504,11.0,4.25,20.5,225.0,2024-06-15 12:50:11,83
2024-06-15 12:54:09,454,15.5,8.0,21.0,225.0,2024-06-15 12:55:11,0
2024-06-15 12:58:11,412,13.0,8.25,21.0,225.0,2024-06-15 13:00:14,1
2024-06-15 13:04:29,419,13.0,5.5,22.0,202.5,2024-06-15 13:05:14,0
2024-06-15 13:08:31,425,9.75,5.0,17.0,225.0,2024-06-15 13:10:17,27
2024-06-15 13:15:46,412,11.5,5.75,23.0,225.0,2024-06-15 13:15:17,40
2024-06-15 13:19:48,408,15.5,11.5,21.0,202.5,2024-06-15 13:20:20,12
2024-06-15 13:23:14,424,14.0,4.5,21.0,202.5,2024-06-15 13:25:20,6
2024-06-15 13:27:59,395,10.0,4.25,17.0,202.5,2024-06-15 13:30:23,0
2024-06-15 13:35:35,405,13.0,6.5,18.0,225.0,2024-06-15 13:35:23,19
2024-06-15 13:39:37,434,15.5,8.0,23.5,202.5,2024-06-15 13:40:26,10
2024-06-15 13:50:18,461,12.0,4.75,24.5,225.0,2024-06-15 13:50:30,39
2024-06-15 13:54:20,447,14.5,4.5,22.0,225.0,2024-06-15 13:55:30,18
2024-06-15 13:58:22,434,12.0,7.5,18.0,225.0,2024-06-15 14:00:33,16
2024-06-15 14:19:10,445,14.5,7.25,20.0,247.5,2024-06-15 14:20:39,21
2024-06-15 14:23:12,436,12.0,7.75,16.0,225.0,2024-06-15 14:25:39,0
2024-06-15 14:28:34,417,11.5,5.5,19.5,247.5,2024-06-15 14:30:41,3
2024-06-15 14:35:54,464,13.5,6.75,25.5,225.0,2024-06-15 14:35:41,39
2024-06-15 14:39:56,477,18.0,9.75,28.0,202.5,2024-06-15 14:40:44,30
2024-06-15 14:43:58,443,13.0,7.25,19.0,225.0,2024-06-15 14:45:44,5
2024-06-15 14:50:01,418,12.0,8.0,16.5,225.0,2024-06-15 14:50:48,21
2024-06-15 14:54:04,401,14.5,9.0,23.0,202.5,2024-06-15 14:55:48,42
2024-06-15 15:00:07,450,16.5,12.0,22.5,202.5,2024-06-15 15:00:50,18
2024-06-15 15:04:09,468,14.0,5.75,19.5,225.0,2024-06-15 15:05:50,24
2024-06-15 15:10:12,425,11.0,5.0,22.0,225.0,2024-06-15 15:10:53,10
2024-06-15 15:14:14,490,13.5,7.75,22.0,225.0,2024-06-15 15:15:53,54
2024-06-15 15:20:17,425,13.0,9.25,16.5,247.5,2024-06-15 15:20:57,34
2024-06-15 15:24:19,451,13.5,8.25,21.5,202.5,2024-06-15 15:25:57,51
2024-06-15 15:30:22,865,17.0,8.5,32.0,225.0,2024-06-15 15:31:50,344
2024-06-15 15:34:24,1193,16.0,4.75,22.5,225.0,2024-06-15 15:36:50,76
2024-06-15 15:40:27,1404,18.5,13.5,25.0,225.0,2024-06-15 15:41:54,69
2024-06-15 15:44:29,1087,15.0,10.5,21.0,225.0,2024-06-15 15:46:54,167
2024-06-15 15:50:32,1451,14.5,8.25,21.5,225.0,2024-06-15 15:51:56,147
2024-06-15 15:54:34,1554,12.5,6.25,18.0,225.0,2024-06-15 15:56:56,76
2024-06-15 16:00:37,1224,10.5,4.0,14.5,247.5,2024-06-15 16:02:00,2
2024-06-15 16:04:39,1343,9.25,4.0,17.5,247.5,2024-06-15 16:07:00,226
2024-06-15 16:10:42,1781,14.5,8.75,22.5,225.0,2024-06-15 16:12:03,85
2024-06-15 16:14:44,1415,14.5,7.5,23.5,225.0,2024-06-15 16:17:03,0
2024-06-15 16:20:47,732,18.0,8.0,28.0,225.0,2024-06-15 16:22:06,0
2024-06-15 16:24:49,462,13.5,8.25,19.0,225.0,2024-06-15 16:27:06,4
2024-06-16 12:41:21,410,8.75,5.0,14.5,225.0,2024-06-16 12:43:13,55
2024-06-16 12:47:24,482,9.5,4.75,14.5,225.0,2024-06-16 12:48:16,46
2024-06-16 12:51:26,446,3.25,0.25,7.75,180.0,2024-06-16 12:53:16,74
2024-06-16 12:57:29,464,8.25,0.5,19.5,202.5,2024-06-16 12:58:20,73
2024-06-16 13:01:31,705,12.5,6.5,17.0,180.0,2024-06-16 13:03:20,167
2024-06-16 13:07:34,1017,6.5,1.75,13.0,225.0,2024-06-16 13:08:23,161
2024-06-16 13:11:36,846,8.75,1.5,18.0,225.0,2024-06-16 13:13:23,78
2024-06-16 13:17:39,728,13.0,8.0,18.0,225.0,2024-06-16 13:18:25,98
2024-06-16 13:21:41,952,13.0,7.0,17.0,225.0,2024-06-16 13:23:25,123
2024-06-16 13:27:44,721,12.5,3.75,20.5,180.0,2024-06-16 13:28:29,0
2024-06-16 13:31:46,589,8.5,4.25,13.5,202.5,2024-06-16 13:33:29,44
2024-06-16 13:37:49,522,4.5,0.0,14.0,202.5,2024-06-16 13:38:32,0
2024-06-16 13:41:51,425,7.5,1.5,15.0,180.0,2024-06-16 13:43:32,13
2024-06-16 13:57:58,375,14.5,9.25,21.0,202.5,2024-06-16 13:58:38,11
2024-06-16 14:02:00,403,17.0,10.0,26.0,202.5,2024-06-16 14:03:38,22
2024-07-16 13:28:36,447,15.5,10.0,21.5,247.5,2024-07-16 13:29:03,48
2024-07-16 13:32:38,417,15.0,7.25,26.5,247.5,2024-07-16 13:34:03,15
2024-07-16 13:36:40,433,18.0,10.0,29.0,247.5,2024-07-16 13:39:05,37
2024-07-16 13:42:43,481,14.5,9.0,21.0,247.5,2024-07-16 13:44:05,14
2024-07-16 13:46:45,459,17.0,10.0,24.5,225.0,2024-07-16 13:49:09,2
2024-07-16 14:02:03,427,17.5,9.5,25.5,247.5,2024-07-16 14:04:12,21
2024-07-16 14:08:06,594,15.0,6.75,22.5,225.0,2024-07-16 14:09:15,137
2024-07-16 14:12:08,363,18.0,10.0,26.0,247.5,2024-07-16 14:14:15,23
2024-07-16 14:42:57,375,16.5,8.75,24.0,225.0,2024-07-16 14:44:24,11
2024-07-16 14:52:24,381,18.5,9.0,25.5,247.5,2024-07-16 14:54:27,8
2024-07-16 15:01:34,430,12.5,5.25,17.5,247.5,2024-07-16 14:59:30,9
2024-07-16 15:03:35,414,18.0,9.0,24.5,247.5,2024-07-16 15:04:30,2
2024-07-16 15:17:50,438,18.5,8.5,26.5,247.5,2024-07-16 15:19:36,18
2024-07-16 15:29:13,444,16.0,10.0,24.5,225.0,2024-07-16 15:29:42,38
2024-07-16 15:49:30,423,13.0,4.75,26.0,270.0,2024-07-16 15:49:48,36
2024-07-16 15:53:32,385,14.0,4.0,24.5,247.5,2024-07-16 15:54:48,3
2024-07-16 15:57:33,400,14.0,9.5,19.5,247.5,2024-07-16 15:59:51,12
2024-07-16 16:48:31,428,12.5,7.0,19.0,247.5,2024-07-16 16:50:07,7
2024-07-16 17:01:34,419,15.5,9.0,26.0,247.5,2024-07-16 17:00:09,0
2024-07-16 17:03:35,447,15.5,10.5,25.5,247.5,2024-07-16 17:05:09,26
2024-07-16 17:09:38,450,12.5,7.5,18.0,247.5,2024-07-16 17:10:12,14
2024-07-16 17:13:40,421,11.5,7.0,18.5,225.0,2024-07-16 17:15:12,4
2024-07-16 17:25:48,411,14.5,7.75,25.5,247.5,2024-07-16 17:25:16,0
2024-07-16 17:27:48,427,13.0,8.0,18.5,247.5,2024-07-16 17:30:18,17
2024-07-16 17:41:45,373,8.0,4.5,13.0,247.5,2024-07-16 17:40:21,0
