Wind Ts,Max Altitude,Wind Speed Avg (km/h),Wind Speed Min (km/h),Wind Speed Max (km/h),Wind Heading (degrees),Altitude Delta (m/s)
2024-06-07 16:35:55+00:00,431,12.0,6.25,17.5,225.0,-0.051805414769508215
2024-06-07 16:40:58+00:00,426,11.0,7.75,14.5,225.0,0.023994883706554115
2024-06-07 16:45:58+00:00,425,10.5,4.25,16.0,202.5,0.0415237638611962
2024-06-07 16:51:02+00:00,435,12.5,7.5,21.0,225.0,-0.02999894518476847
2024-06-07 16:56:02+00:00,448,14.5,9.0,20.0,225.0,0.16206728124793732
2024-06-07 17:01:04+00:00,508,14.0,8.5,21.5,225.0,0.15715957844711886
2024-06-07 17:06:04+00:00,547,15.5,8.25,20.5,225.0,-0.2894660183494312
2024-06-07 17:11:07+00:00,494,17.0,10.0,24.5,225.0,-0.021483695530231554
2024-06-07 17:16:07+00:00,486,17.0,11.0,24.5,225.0,-0.026302942718640965
2024-06-07 17:21:11+00:00,481,17.5,11.0,24.5,225.0,-0.0524828065301965
2024-06-07 17:26:11+00:00,463,13.5,9.0,17.5,225.0,0.015128380013641066
2024-06-07 17:31:13+00:00,465,12.5,7.75,17.0,225.0,-0.23523090801082483
2024-06-07 17:36:13+00:00,448,13.5,8.0,18.0,225.0,0.10656411398108853
2024-06-07 17:41:17+00:00,490,14.0,9.5,20.0,225.0,0.1194499309560007
2024-06-07 17:46:17+00:00,448,13.0,8.25,17.5,225.0,-0.3381825300584482
2024-06-10 16:43:35+00:00,437,23.0,15.0,34.0,247.5,-0.0834329848176995
2024-06-10 16:53:38+00:00,435,21.0,14.0,32.0,225.0,0.37994227994228
2024-06-10 16:58:38+00:00,436,20.0,11.0,32.0,247.5,-0.09292315493872055
2024-06-10 17:03:42+00:00,419,19.0,10.0,30.5,247.5,-0.10700352486692413
2024-06-10 17:13:45+00:00,428,19.5,11.0,29.5,225.0,0.13769559032716924
2024-06-10 17:18:45+00:00,454,15.0,8.75,27.0,225.0,0.05906756727024708
2024-06-10 17:23:48+00:00,491,17.5,9.75,29.0,225.0,-0.09622417875326951
2024-06-10 17:28:48+00:00,463,16.0,9.25,27.0,225.0,0.07774790433653825
2024-06-10 17:33:50+00:00,452,17.0,9.0,27.5,225.0,-0.3025280411325137
2024-06-10 17:38:50+00:00,404,14.5,8.0,22.0,247.5,0.1359420902466276
2024-06-10 17:43:53+00:00,402,19.0,11.0,29.0,225.0,-0.3218013454433993
2024-06-10 17:58:57+00:00,424,17.5,11.0,29.0,225.0,-0.4773032973857993
2024-06-15 12:35:05+00:00,559,17.5,9.5,28.0,225.0,0.42632393282855446
2024-06-15 12:40:08+00:00,476,15.0,8.75,24.5,202.5,-0.0914014708223264
2024-06-15 12:45:08+00:00,418,11.0,6.0,18.0,225.0,0.03982814390478776
2024-06-15 12:50:11+00:00,547,11.0,4.25,20.5,225.0,0.47553446236404034
2024-06-15 12:55:11+00:00,542,15.5,8.0,21.0,225.0,-0.4072592462212054
2024-06-15 13:00:14+00:00,424,13.0,8.25,21.0,225.0,0.03527921767146457
2024-06-15 13:05:14+00:00,428,13.0,5.5,22.0,202.5,-0.08317115556917538
2024-06-15 13:10:17+00:00,426,9.75,5.0,17.0,225.0,0.09352637139838375
2024-06-15 13:15:17+00:00,453,11.5,5.75,23.0,225.0,0.14000720228537814
2024-06-15 13:20:20+00:00,459,15.5,11.5,21.0,202.5,-0.10561986314735475
2024-06-15 13:25:20+00:00,424,14.0,4.5,21.0,202.5,-0.11498274134531458
2024-06-15 13:30:23+00:00,395,10.0,4.25,17.0,202.5,0.0
2024-06-15 13:35:23+00:00,424,13.0,6.5,18.0,225.0,0.06672685893824716
2024-06-15 13:40:26+00:00,435,15.5,8.0,23.5,202.5,-0.16368944479769656
2024-06-15 13:50:30+00:00,465,12.0,4.75,24.5,225.0,0.00388036057862853
2024-06-15 13:55:30+00:00,462,14.5,4.5,22.0,225.0,-0.0652597302589602
2024-06-15 14:00:33+00:00,438,12.0,7.5,18.0,225.0,-0.0792782698463323
2024-06-15 14:15:35+00:00,434,11.5,6.0,18.0,225.0,0.06727367805838384
2024-06-15 14:20:39+00:00,450,14.5,7.25,20.0,247.5,0.0014555986852123016
2024-06-15 14:25:39+00:00,438,12.0,7.75,16.0,225.0,-0.07669257242866875
2024-06-15 14:30:41+00:00,418,11.5,5.5,19.5,247.5,0.04622266401590457
2024-06-15 14:35:41+00:00,473,13.5,6.75,25.5,225.0,0.04612069263232053
2024-06-15 14:40:44+00:00,481,18.0,9.75,28.0,202.5,-0.10057049796418775
2024-06-15 14:45:44+00:00,450,13.0,7.25,19.0,225.0,-0.20730847473200595
2024-06-15 14:50:48+00:00,426,12.0,8.0,16.5,225.0,0.0111990408064238
2024-06-15 14:55:48+00:00,462,14.5,9.0,23.0,202.5,0.19375776161820607
2024-06-15 15:00:50+00:00,472,16.5,12.0,22.5,202.5,0.0678097291588744
2024-06-15 15:05:50+00:00,499,14.0,5.75,19.5,225.0,-0.002249015423203007
2024-06-15 15:10:53+00:00,474,11.0,5.0,22.0,225.0,-0.0593556198373572
2024-06-15 15:15:53+00:00,511,13.5,7.75,22.0,225.0,-0.22158998504149102
2024-06-15 15:20:57+00:00,466,13.0,9.25,16.5,247.5,0.12584056994620305
2024-06-15 15:25:57+00:00,569,13.5,8.25,21.5,202.5,0.30455026821549025
2024-06-15 15:31:50+00:00,1191,17.0,8.5,32.0,225.0,1.7897712530904788
2024-06-15 15:36:50+00:00,1378,16.0,4.75,22.5,225.0,0.5302293776934403
2024-06-15 15:41:54+00:00,1407,18.5,13.5,25.0,225.0,-1.1850719009548092
2024-06-15 15:46:54+00:00,1384,15.0,10.5,21.0,225.0,1.093494092539218
2024-06-15 15:51:56+00:00,1545,14.5,8.25,21.5,225.0,0.3915557413478252
2024-06-15 15:56:56+00:00,1634,12.5,6.25,18.0,225.0,-0.7022614496604
2024-06-15 16:02:00+00:00,1345,10.5,4.0,14.5,247.5,0.1168569960338094
2024-06-15 16:07:00+00:00,1764,9.25,4.0,17.5,247.5,1.6245213526655073
2024-06-15 16:12:03+00:00,1792,14.5,8.75,22.5,225.0,-1.3840458367633863
2024-06-15 16:17:03+00:00,1428,14.5,7.5,23.5,225.0,-2.0388396294911
2024-06-15 16:22:06+00:00,827,18.0,8.0,28.0,225.0,-1.1172695826710128
2024-06-15 16:27:06+00:00,476,13.5,8.25,19.0,225.0,-0.44721800322209204
2024-06-16 12:38:13+00:00,416,10.5,4.5,15.0,247.5,0.44587010887634765
2024-06-16 12:43:13+00:00,456,8.75,5.0,14.5,225.0,0.11687846894915777
2024-06-16 12:48:16+00:00,517,9.5,4.75,14.5,225.0,-0.040331759738645764
2024-06-16 12:53:16+00:00,576,3.25,0.25,7.75,180.0,0.515755733897739
2024-06-16 12:58:20+00:00,626,8.25,0.5,19.5,202.5,0.35734424908905266
2024-06-16 13:03:20+00:00,880,12.5,6.5,17.0,180.0,0.4836465644320256
2024-06-16 13:08:23+00:00,1054,6.5,1.75,13.0,225.0,0.03950070481735194
2024-06-16 13:13:23+00:00,962,8.75,1.5,18.0,225.0,0.26641526039031044
2024-06-16 13:18:25+00:00,908,13.0,8.0,18.0,225.0,0.6753197949440055
2024-06-16 13:23:25+00:00,968,13.0,7.0,17.0,225.0,-0.7992726799026956
2024-06-16 13:28:29+00:00,797,12.5,3.75,20.5,180.0,-0.9554168987557269
2024-06-16 13:33:29+00:00,646,8.5,4.25,13.5,202.5,0.20061516798310275
2024-06-16 13:38:32+00:00,645,4.5,0.0,14.0,202.5,-0.9509016400716076
2024-06-16 13:43:32+00:00,427,7.5,1.5,15.0,180.0,0.05563802750305371
2024-06-16 13:53:34+00:00,429,12.5,4.75,23.0,225.0,1.0166666666666666
2024-06-16 13:58:38+00:00,431,14.5,9.25,21.0,202.5,-0.11677428394003207
2024-06-16 14:03:38+00:00,429,17.0,10.0,26.0,202.5,0.1009387220385433
2024-07-16 13:29:03+00:00,447,15.5,10.0,21.5,247.5,-0.07854713778262072
2024-07-16 13:34:03+00:00,448,15.0,7.25,26.5,247.5,0.022192817049922108
2024-07-16 13:39:05+00:00,489,18.0,10.0,29.0,247.5,0.15812809399133132
2024-07-16 13:44:05+00:00,520,14.5,9.0,21.0,247.5,-0.051969578379588856
2024-07-16 13:49:09+00:00,460,17.0,10.0,24.5,225.0,-0.23619269767839288
2024-07-16 13:59:12+00:00,441,14.5,8.5,21.5,247.5,0.18243624362436248
2024-07-16 14:04:12+00:00,477,17.5,9.5,25.5,247.5,0.06120569404413544
2024-07-16 14:09:15+00:00,603,15.0,6.75,22.5,225.0,-0.5175790444327923
2024-07-16 14:14:15+00:00,400,18.0,10.0,26.0,247.5,0.16135793158083706
2024-07-16 14:39:24+00:00,396,17.5,12.5,24.5,247.5,-0.2012981020640438
2024-07-16 14:44:24+00:00,386,16.5,8.75,24.0,225.0,0.03606815911618675
2024-07-16 14:49:27+00:00,400,16.0,9.0,22.0,247.5,-0.2631553222415509
2024-07-16 14:54:27+00:00,391,18.5,9.0,25.5,247.5,0.06465031763899409
2024-07-16 14:59:30+00:00,466,12.5,5.25,17.5,247.5,-0.1141602883285858
2024-07-16 15:04:30+00:00,420,18.0,9.0,24.5,247.5,-0.09675250936498404
2024-07-16 15:14:33+00:00,442,17.5,12.0,24.0,225.0,0.3414509246088193
2024-07-16 15:19:36+00:00,450,18.5,8.5,26.5,247.5,-0.10153617069698846
2024-07-16 15:29:42+00:00,449,16.0,10.0,24.5,225.0,-0.008271985964366808
2024-07-16 15:49:48+00:00,460,13.0,4.75,26.0,270.0,0.1281808057908762
2024-07-16 15:54:48+00:00,431,14.0,4.0,24.5,247.5,-0.027514026330055417
2024-07-16 15:59:51+00:00,400,14.0,9.5,19.5,247.5,0.08594539939332659
2024-07-16 16:45:03+00:00,432,12.0,6.5,19.0,247.5,0.08710664335664337
2024-07-16 16:50:07+00:00,438,12.5,7.0,19.0,247.5,-0.33865070486914645
2024-07-16 17:00:09+00:00,442,15.5,9.0,26.0,247.5,-0.021447253705318227
2024-07-16 17:05:09+00:00,454,15.5,10.5,25.5,247.5,-0.012052100063804971
2024-07-16 17:10:12+00:00,458,12.5,7.5,18.0,247.5,-0.004806612539540455
2024-07-16 17:15:12+00:00,433,11.5,7.0,18.5,225.0,-0.06206477329229906
2024-07-16 17:25:16+00:00,429,14.5,7.75,25.5,247.5,-0.0027202709175445047
2024-07-16 17:30:18+00:00,428,13.0,8.0,18.5,247.5,0.11864406779661013
2024-07-16 17:40:21+00:00,416,8.0,4.5,13.0,247.5,-0.757137264704911
